Input,Output
"Не удается открыть входной (выходной) или маневровый светофор. При нажатии кнопки данного сигнала стрелка нужного цвета и направления не загорается. В то же время, другие аналогичные кнопки в том же направлении активируют стрелку.",Неисправна кнопка конкретного сигнала
Светофор на входе (выходе) или маневровый не активируется. При активации кнопки данного сигнала стрелка нужного цвета и направления не проявляется на табло. Однако другие аналогичные кнопки в том же направлении позволяют стрелке загораться.,Неисправна кнопка конкретного сигнала
Не открывается входной (выходной) или маневровый светофор. При нажатии кнопки данного сигнала стрелка нужного цвета и направления не светится. Но нажатие других аналогичных кнопок в том же направлении позволяет стрелке начать светиться.,Неисправна кнопка конкретного сигнала
Входной (выходной) или маневровый светофор не открывается. При активации кнопки данного сигнала стрелка нужного цвета и направления не зажигается. Зато другие аналогичные кнопки с тем же направлением активируют стрелку.,Неисправна кнопка конкретного сигнала
Не удается открыть входной (выходной) или маневровый светофор. При нажатии кнопки данного сигнала стрелка нужного цвета и направления не отображается на табло. Однако другие аналогичные кнопки в этом направлении указывают стрелке о включении.,Неисправна кнопка конкретного сигнала
Светофор на входе (выходе) или маневровый не срабатывает. При активации кнопки данного сигнала стрелка нужного цвета и направления на табло не загорится. Но другие аналогичные кнопки с тем же направлением ведут к выставлению стрелки.,Неисправна кнопка конкретного сигнала
"Не открывается входной (выходной) или маневровый светофор. При нажатии кнопки этого сигнала стрелка нужного цвета и направления не загорится. Впрочем, другие аналогичные кнопки в одном и том же направлении ведут к включению стрелки.",Неисправна кнопка конкретного сигнала
Светофор на входе (выходе) или маневровый не открывается. При нажатии кнопки данного сигнала стрелка необходимого цвета не отображается. Однако другие аналогичные кнопки в одном направлении все же активируют стрелку.,Неисправна кнопка конкретного сигнала
"Не удается открыть входной (выходной) или маневровый светофор. Нажимая кнопку этого сигнала, стрелка подходящего цвета на табло не светится. Однако нажатие других аналогичных кнопок в том же направлении заставляет стрелку загореться.",Неисправна кнопка конкретного сигнала
Входной (выходной) или маневровый светофор не срабатывает. При нажатии кнопки данного сигнала стрелка нужного цвета и направления не загорается. Но другие аналогичные кнопки того же направления позволяют стрелке активироваться.,Неисправна кнопка конкретного сигнала
"Не открывается входной (выходной) или маневровый светофор. Когда нажимаешь на кнопку данного сигнала, стрелка нужного цвета и направления не загорается на табло. Однако другие аналогичные кнопки с тем же направлением позволяют стрелке загореться.",Неисправна кнопка конкретного сигнала
Светофор на входе (выходе) или маневровый не открывается. При нажатии кнопки данного сигнала стрелка нужного цвета и направления не проявляется на табло. Тем не менее другие аналогичные кнопки в том же направлении активируют стрелку.,Неисправна кнопка конкретного сигнала
"Не удается открыть входной (выходной) или маневровый светофор. Когда нажимаешь кнопку данного сигнала, стрелка нужного цвета не появляется на табло. В то же время, другие аналогичные кнопки в одном направлении заставляют стрелку загореться.",Неисправна кнопка конкретного сигнала
Светофор на входе (выходе) или маневровый остается закрытым. При активации кнопки данного сигнала стрелка нужного цвета и направления не загорается. Но нажатие других аналогичных кнопок в том же направлении обеспечивает стрелке загорание.,Неисправна кнопка конкретного сигнала
"Не открывается входной (выходной) или маневровый светофор. Когда нажимаешь на кнопку данного сигнала, стрелка необходимого цвета и направления не обгорает. Однако другие аналогичные кнопки в одном направлении приводят к загоранию стрелки.",Неисправна кнопка конкретного сигнала
Светофор на входе (выходе) или маневровый не функционирует. При нажатии кнопки данного сигнала стрелка необходимого цвета и направления не включает. Но другие аналогичные кнопки в этом же направлении зажигают стрелку.,Неисправна кнопка конкретного сигнала
Не удается открыть входной (выходной) или маневровый светофор. При нажатии кнопки данного сигнала стрелка заданного цвета и направления не загорается на табло. Однако другие аналогичные кнопки в одном направлении активируют стрелку.,Неисправна кнопка конкретного сигнала
"Светофор на входе (выходе) или маневровый не открывается. Когда нажимаешь кнопку данного сигнала, стрелка нужного цвета и направления не загорится на табло. В то же время, нажатие других аналогичных кнопок в том же направлении включает стрелку.",Неисправна кнопка конкретного сигнала
Не открывается входной (выходной) или маневровый светофор. При нажатии кнопки этого сигнала стрелка нужного цвета не загорается. Однако нажатие других аналогичных кнопок с тем же направлением приводит к стрелке загораться.,Неисправна кнопка конкретного сигнала
"Светофор на входе (выходе) или маневровый не открывается. На табло стрелка нужного цвета и направления не появляется, когда нажимаешь кнопку данного сигнала. Другие аналогичные кнопки в том же направлении активируют стрелку.",Неисправна кнопка конкретного сигнала
Не удается открыть входной (выходной) или маневровый светофор. При нажатии кнопки данного сигнала стрелка нужного цвета и направления не отображается. Но нажатие других аналогичных кнопок в том же направлении ведет к загоранию стрелки.,Неисправна кнопка конкретного сигнала
Входной (выходной) или маневровый светофор не открывается. При активации кнопки данного сигнала стрелка нужного цвета и направления не загорается на табло. Однако нажатие других аналогичных кнопок в том же направлении приводит к зажиганию стрелки.,Неисправна кнопка конкретного сигнала
"Не удается открыть входной (выходной) или маневровый светофор. При нажатии кнопки данного сигнала стрелка нужного цвета и направления не загорается. В то же время, другие аналогичные кнопки, находящиеся в том же направлении, включают стрелку.",Неисправна кнопка конкретного сигнала
"Светофор на входе (выходе) или маневровый не открывается. Когда нажимаешь на кнопку данного сигнала, стрелка заданного цвета и направления не горит. Однако при активации других аналогичных кнопок на том же направлении, стрелка включается.",Неисправна кнопка конкретного сигнала
Не открывается входной (выходной) или маневровый светофор. При нажатии кнопки данного сигнала стрелка нужного цвета и направления не светится. Но нажатие других аналогичных кнопок в том же направлении делает стрелку активной.,Неисправна кнопка конкретного сигнала
Светофор на входе (выходе) или маневровый светофор не открывается. При нажатии этой кнопки стрелка нужного цвета не появляется на табло. При этом другие однотипные кнопки в том же направлении вызывают загорание стрелки.,Неисправна кнопка конкретного сигнала
Не удается открыть входной (выходной) или маневровый светофор. При нажатии кнопки данного сигнала стрелка нужного цвета и направления не светится на табло. А вот другие аналогичные кнопки в том же направлении зажигают стрелку.,Неисправна кнопка конкретного сигнала
Входной (выходной) или маневровый светофор не открывается. При активации кнопки данного сигнала стрелка необходимого цвета и направления не появляется на табло. Однако другие аналогичные кнопки в том же направлении активируют стрелку.,Неисправна кнопка конкретного сигнала
"Входной (выходной) или маневровый светофор не открывается. При активации кнопки этого сигнала стрелка нужного цвета и направления на табло не загорается. Также при нажатии других аналогичных кнопок в том же направлении стрелка не светится. Несмотря на это, нажатие любых других кнопок вызывает загорание соответствующей стрелки.",Неисправна схема конкретного реле направления
"Не открывается входной (выходной) или маневровый светофор. Когда нажимаешь кнопку данного сигнала, стрелка нужного цвета и направления не отображается на табло. При этом другие аналогичные кнопки в том же направлении также не активируют стрелку. Тем не менее, при нажатии любых других кнопок стрелка начинает светиться.",Неисправна схема конкретного реле направления
Входной (выходной) или маневровый светофор не функционирует. На tabло стрелка соответствующего цвета и направления не загорается при нажатии кнопки данного сигнала. И другие аналогичные кнопки в том же направлении не делают стрелку активной. Однако при нажатии любых других кнопок стрелка включает свет.,Неисправна схема конкретного реле направления
"Не удается открыть входной (выходной) или маневровый светофор. Когда нажимаешь кнопку данного сигнала, стрелка нужного цвета не загорается на табло. При активации других аналогичных кнопок в том же направлении стрелка также не светится. Зато любые другие кнопки вызывают загорание соответствующей стрелки.",Неисправна схема конкретного реле направления
Светофор на входе (выходе) или маневровый не открывается. При нажатии кнопки этого сигнала стрелка заданного цвета и направления не загорается на табло. Также при нажатии других аналогичных кнопок в том же направлении стрелка не активируется. Нажатие любых других кнопок вызывает загорание стрелки.,Неисправна схема конкретного реле направления
"Не открывается входной (выходной) или маневровый светофор. При активации кнопки данного сигнала стрелка нужного цвета и направления не появляется на табло. Кроме того, другие аналогичные кнопки с тем же направлением также не приводят к активации стрелки. Однако нажатие любых других кнопок приводит к её загоранию.",Неисправна схема конкретного реле направления
"Входной (выходной) или маневровый светофор не активируется. Когда нажимаешь кнопку этого сигнала, стрелка заданного цвета не загорится на табло. При этом другие аналогичные кнопки в направлении стрелки тоже не дают результата. Однако любые другие кнопки включают соответствующую стрелку.",Неисправна схема конкретного реле направления
Не удается открыть входной (выходной) или маневровый светофор. При нажатии на кнопку данного сигнала стрелка нужного цвета и направления не отображается. Другие аналогичные кнопки в том же направлении также не активируют стрелку. Зато любые другие кнопки заставляют стрелку загореться.,Неисправна схема конкретного реле направления
Светофор на входе (выходе) или маневровый не открывается. При нажатии кнопки данного сигнала стрелка цвета и направления не загорается на табло. И остальные аналогичные кнопки в этом же направлении также не включают стрелку. Однако любые другие кнопки делают стрелку активной.,Неисправна схема конкретного реле направления
"Не открывается входной (выходной) или маневровый светофор. Нажатие кнопки данного сигнала не приводит к загоранию стрелки нужного цвета и направления на табло. Другие аналогичные кнопки в том же направлении также не дают желаемого результата. Тем не менее, любые другие кнопки активируют соответствующую стрелку.",Неисправна схема конкретного реле направления
Входной (выходной) или маневровый светофор не функционирует. На табло не загорается стрелка нужного цвета и направления при активации кнопки данного сигнала. Другие аналогичные кнопки того же направления не включают стрелку. Зато нажатие любых других кнопок приводит к её загоранию.,Неисправна схема конкретного реле направления
"Не удается открыть входной (выходной) или маневровый светофор. При нажатии кнопки данного сигнала стрелка требуемого цвета не светится на табло. Другие аналогичные кнопки в том же направлении не приводят к активации стрелки. В то же время, нажатие любых других кнопок вызывает загорание стрелки.",Неисправна схема конкретного реле направления
Светофор на входе (выходе) или маневровый не активируется. При нажатии кнопки данного сигнала стрелка нужного цвета и направления не отображается. Другие аналогичные кнопки в направлении стрелки тоже не дают результата. Однако любое нажатие других кнопок приводит к её загоранию.,Неисправна схема конкретного реле направления
Не открывается входной (выходной) или маневровый светофор. При активации кнопки этого сигнала стрелка нужного цвета и направления не загорается на табло. Также другие аналогичные кнопки направлением не активируют стрелку. Нажатие остальных кнопок приводит к её загоранию.,Неисправна схема конкретного реле направления
Входной (выходной) или маневровый светофор не открывается. При нажатии кнопки данного сигнала стрелка соответствующего цвета и направления не проявляется на табло. Другие аналогичные кнопки в том же направлении также не позволяют стрелке загореться. Однако любые другие кнопки включают стрелку.,Неисправна схема конкретного реле направления
"Не удается открыть входной (выходной) или маневровый светофор. Когда нажимаешь кнопку данного сигнала, стрелка нужного цвета и направления не загорится. Другие аналогичные кнопки в том же направлении не дают желаемого эффекта. Тем не менее, нажатие любых других кнопок вызывает загорание стрелки.",Неисправна схема конкретного реле направления
Светофор на входе (выходе) или маневровый не функционирует. При нажатии кнопки данного сигнала стрелка нужного цвета не загорается. Другие аналогичные кнопки в том же направлении также не ведут к активации стрелки. Но любые другие кнопки вызывают её свет.,Неисправна схема конкретного реле направления
Не открывается входной (выходной) или маневровый светофор. При активации кнопки данного сигнала стрелка не загорится. Аналогичные кнопки с тем же направлением тоже не активируют стрелку. Но любые другие кнопки заставляют стрелку светиться.,Неисправна схема конкретного реле направления
"Не удается открыть входной (выходной) или маневровый светофор. Стрелка нужного цвета и направления не загорается при нажатии кнопки данного сигнала. Кроме того, другие аналогичные кнопки в том же направлении не дают результата. Но нажатие других кнопок вызывает загорание стрелки.",Неисправна схема конкретного реле направления
Входной (выходной) или маневровый светофор не активируется. При нажатии кнопки данного сигнала стрелка требуемого цвета не светится. Другие аналогичные кнопки в одном направлении тоже не приводят к активизации стрелки. Однако другие кнопки включают её.,Неисправна схема конкретного реле направления
Светофор на входе (выходе) или маневровый не открывается. При нажатии кнопки этого сигнала стрелка нужного цвета и направления не включается. Другие аналогичные кнопки в том же направлении тоже не делают стрелку активной. Но любые другие кнопки заставляют её загораться.,Неисправна схема конкретного реле направления
Не открывается входной (выходной) или маневровый светофор. При нажатии кнопки данного сигнала стрелка нужного цвета и направления не отображается на табло. Остальные аналогичные кнопки с тем же направлением не активируют стрелку. Однако любые другие кнопки приводят к её загоранию.,Неисправна схема конкретного реле направления
Не удается открыть входной (выходной) или маневровый светофор. Нажатие кнопки данного сигнала не включает стрелку нужного цвета. Другие аналогичные кнопки в том же направлении не зажигают стрелку. Но нажатие любых других кнопок приводит к её загоранию.,Неисправна схема конкретного реле направления
Светофор на входе (выходе) или маневровый не открывается. При нажатии кнопки данного сигнала стрелка нужного цвета и направления не появляется на табло. При этом другие аналогичные кнопки в том же направлении также не активируют стрелку. Но нажатие других кнопок приводит к её загорания.,Неисправна схема конкретного реле направления
"Не удается открыть входной (выходной) или маневровый светофор. Когда нажимаешь кнопку данного сигнала, стрелка нужного цвета и направления не загорается на табло. Другие аналогичные кнопки в том же направлении также не активируют стрелку. Однако любое нажатие любых дополнительных кнопок заставляет её светиться.",Неисправна схема конкретного реле направления
Входной (выходной) или маневровый светофор не срабатывает. При нажатии кнопки данного сигнала стрелка необходимого цвета не активируется. Другие аналогичные кнопки в том же направлении тоже не ведут к результатам. Но любые другие кнопки позволяют стрелке загореться.,Неисправна схема конкретного реле направления
Не открывается входной (выходной) или маневровый светофор. При активации кнопки данного сигнала стрелка нужного цвета и направления не светится. Другие аналогичные кнопки в том же направлении не дают результата. Но любые другие кнопки позволяют стрелке загораться.,Неисправна схема конкретного реле направления
"Светофор на входе (выходе) или маневровый не открывается. Когда нажимаешь кнопку данного сигнала, стрелка заданного цвета не отображается на табло. При этом, другие аналогичные кнопки с тем же направлением тоже не активируют стрелку. Зато любые другие кнопки приводят к её загоранию.",Неисправна схема конкретного реле направления
Не удается открыть входной (выходной) или маневровый светофор. При нажатии кнопки данного сигнала стрелка нужного цвета и направления не активируется. При нажатии других аналогичных кнопок в том же направлении стрелка также не загорится. При нажатии любых других кнопок стрелка начинает светится.,Неисправна схема конкретного реле направления
"Входной (выходной) или маневровый светофор не открывается. Когда нажимаешь кнопку данного сигнала, стрелка нужного цвета и направления не загорается. Кроме того, другие аналогичные кнопки с тем же направлением не ведут к активации стрелки. В то же время нажатие других кнопок заставляет стрелку загораться.",Неисправна схема конкретного реле направления
Не удается открыть входной (выходной) или маневровый светофор. При активации кнопки данного сигнала стрелка нужного цвета и направления не проявляется. Остальные аналогичные кнопки в том же направлении не активируют стрелку. Однако нажатие любых других кнопок включает стрелку.,Неисправна схема конкретного реле направления
Светофор на входе (выходе) или маневровый не активируется. При нажатии кнопки данного сигнала стрелка нужного цвета не светится. Другие аналогичные кнопки в том же направлении не приводят к активации стрелки. Но любое нажатие дополнительных кнопок приводит к её загорании.,Неисправна схема конкретного реле направления
"Не открывается входной (выходной) или маневровый светофор. Когда нажимаешь на кнопку данного сигнала, стрелка не горит. Лучше всего, что другие аналогичные кнопки в том же направлении тоже не активируют стрелку. Однако любые другие кнопки приводят к загоранию стрелки.",Неисправна схема конкретного реле направления
"Входной (выходной) или маневровый светофор не открывается. При активации кнопки данного сигнала стрелка необходимого цвета и направления не загорается на табло. Кроме того, другие аналогичные кнопки на том же направлении не активируют стрелку. В то же время любые другие кнопки делают стрелку активной.",Неисправна схема конкретного реле направления
Не удается открыть входной (выходной) или маневровый светофор. При нажатии кнопки данного сигнала стрелка нужного цвета не появляется на табло. Остальные аналогичные кнопки с тем же направлением также не приводят к активности стрелки. Зато любые другие кнопки заставляют её загораться.,Неисправна схема конкретного реле направления
"Светофор на входе (выходе) или маневровый не открывается. При нажатии кнопки данного сигнала стрелка соответствующего цвета и направления не видна на табло. Более того, другие аналогичные кнопки в этом направлении также не активируют стрелку. Но нажатие других кнопок позволяет стрелке светиться.",Неисправна схема конкретного реле направления
Не открывается входной (выходной) или маневровый светофор. При нажатии кнопки данного сигнала стрелка нужного цвета не включается на табло. И другие аналогичные кнопки по направлению тоже не активируют стрелку. Но нажатие других кнопок приводит к её загоранию.,Неисправна схема конкретного реле направления
"Не удается открыть входной (выходной) или маневровый светофор. При активации кнопки данного сигнала стрелка необходимого цвета и направления не загорается. Другие аналогичные кнопки, имеющиеся в этом направлении, тоже не дает результата. Однако любые другие кнопки активируют соответствующую стрелку.",Неисправна схема конкретного реле направления
"Светофор на входе (выходе) или маневровый не активируется. Когда нажимаешь кнопку данного сигнала, стрелка нужного цвета и направления не светится на табло. А другие аналогичные кнопки в том же направлении настройки не позволяют. Но все остальные кнопки делают стрелку активной.",Неисправна схема конкретного реле направления
Не удается открыть входной (выходной) или маневровый светофор. При нажатии кнопки данного сигнала стрелка нужного цвета и направления не появляется. Другие аналогичные кнопки с тем же направлением тоже не приводят к загоранию стрелки. Однако любые другие кнопки активируют её.,Неисправна схема конкретного реле направления
"Входной (выходной) или маневровый светофор не открывается. При активации кнопки данного сигнала стрелка нужного цвета и направления на табло не появляется. При этом аналогичные кнопки в том же направлении также не действуют. Тем не менее, нажатие любых других кнопок включает стрелку.",Неисправна схема конкретного реле направления
"Не удается открыть входной (выходной) или маневровый светофор. При нажатии кнопки данного сигнала стрелка нужного цвета и направления не активируется. Кроме того, другие аналогичные кнопки в этом направлении также не приводят к её активации. Но нажатие любых других кнопок вызывает её загорание.",Неисправна схема конкретного реле направления
Светофор на входе (выходе) или маневровый светофор не открывается. На табло стрелка нужного цвета и направления не светится при нажатии кнопки этого сигнала. Другие аналогичные кнопки в этом же направлении также не подтверждают её активность. Зато любые другие кнопки ведут к её загоранию.,Неисправна схема конкретного реле направления
Не удается открыть входной (выходной) или маневровый светофор. При нажатии кнопки данного сигнала стрелка нужного цвета не подсвечивается на табло. Другие аналогичные кнопки с тем же направлением также не дают результата. Однако любые другие кнопки вызывают загорание стрелки.,Неисправна схема конкретного реле направления
Входной (выходной) или маневровый светофор не активается. При нажатии кнопки данного сигнала стрелка нужного цвета и направления на табло не светится. Другие аналогичные кнопки в том же направлении также не обеспечивают её работу. Но любые другие кнопки ведут к её загоранию.,Неисправна схема конкретного реле направления
"Не открывается входной (выходной) или маневровый светофор. Когда нажимаешь на кнопку данного сигнала, стрелка нужного цвета и направления на табло не загорится. Кроме того, другие аналогичные кнопки с тем же направлением также не активируют стрелку. Тем не менее любые другие кнопки заставляют её загореться.",Неисправна схема конкретного реле направления
Светофор на входе (выходе) или маневровый не открывается. При активации кнопки данного сигнала стрелка необходимого цвета не активируется. Остальные аналогичные кнопки с тем же направлением не вызывают её работу. Зато нажатие любых других кнопок включает стрелку.,Неисправна схема конкретного реле направления
"Не удается открыть входной (выходной) или маневровый светофор. На табло стрелка нужного цвета и направления не загорается, когда нажимаешь кнопку этого сигнала. Другие аналогичные кнопки в том же направлении также не дают результата. Но нажатие на любые другие кнопки активирует стрелку.",Неисправна схема конкретного реле направления
Входной (выходной) или маневровый светофор не открывается. При нажатии кнопки данного сигнала стрелка нужного цвета не загорится. Потому что и другие аналогичные кнопки по тому же направлению не активируют стрелку. Однако другие кнопки рассматривают её включение.,Неисправна схема конкретного реле направления
"Не удается открыть входной (выходной) или маневровый светофор. При активации кнопки данного сигнала стрелка нужного цвета и направления не проявляется. Другие аналогичные кнопки с тем же направлением тоже не приводят к её активации. Тем не менее, любые другие кнопки дают ей возможность загореться.",Неисправна схема конкретного реле направления
"Светофор на входе (выходе) или маневровый не открывается. При нажатии кнопки данного сигнала стрелка нужного цвета и направления на табло не выводится. Остальные аналогичные кнопки, находящиеся в том же направлении, не имеют результата. Но нажатие различных других кнопок заставляет стрелку светиться.",Неисправна схема конкретного реле направления
